City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,fisterra,42.9049,-9.2629,69.1,57,100,16.84,ES,1726514452
369,buala,-8.145,159.5921,78.64,82,21,2.28,SB,1726514453
370,rubtsovsk,51.5,81.25,37.08,75,6,10.38,RU,1726514454
371,praia da vitoria,38.7333,-27.0667,75.45,73,75,15.08,PT,1726514455
372,santiago de la pena,20.95,-97.4,88.27,70,94,8.72,MX,1726514456
373,kamoke,31.9744,74.2244,79.25,62,0,5.46,PK,1726514457
374,mongoumba,3.6415,18.5936,74.48,84,35,1.72,CF,1726514458
375,tabou,4.423,-7.3528,76.28,86,43,6.58,CI,1726514459
376,moussoro,13.6408,16.4901,88.81,49,37,8.52,TD,1726514316
377,piton saint-leu,-21.2196,55.3151,64.51,68,0,6.91,RE,1726514462
378,jiexiu,37.0244,111.9125,70.39,76,0,0.81,CN,1726514464
379,ilebo,-4.3167,20.5833,76.55,79,15,2.86,CD,1726514465
380,sancraieni,46.3144,25.8394,52.56,94,50,4.74,RO,1726514466
381,kingston,17.997,-76.7936,92.35,70,20,21.85,JM,1726514412
382,arteche,12.2645,125.4048,77.65,89,100,6.15,PH,1726514468
383,remontnoye,46.5614,43.6501,68.38,29,29,16.28,RU,1726514469
384,novopskov,49.5464,39.0899,68.49,34,7,13.87,UA,1726514470
385,formosa do rio preto,-11.0483,-45.1931,97.11,16,0,4.85,BR,1726514471
386,sinjai,-5.1241,120.253,70.59,70,5,4.18,ID,1726514472
387,pionerskiy,54.9508,20.2275,62.44,65,34,11.39,RU,1726514473
388,nguigmi,14.2495,13.1092,86.79,59,100,13.15,NE,1726514474
389,dubois,38.3464,-86.8897,86.29,41,0,9.22,US,1726514475
390,khandyga,62.6667,135.6,31.41,94,90,2.06,RU,1726514477
391,west bay,19.3667,-81.4167,93.27,59,20,11.5,KY,1726514478
392,nova vicosa,-17.8919,-39.3719,78.44,68,93,14.07,BR,1726514437
393,sterling,39.0062,-77.4286,75.15,57,75,10.36,US,1726514480
394,colesberg,-30.72,25.0972,55.87,59,4,17.05,ZA,1726514481
395,el alto,-4.2714,-81.2147,68.59,71,27,15.37,PE,1726514482
396,lively,46.4334,-81.1498,82.02,37,0,9.28,CA,1726514483
397,port augusta,-32.5,137.7667,38.57,66,0,3.38,AU,1726514381
398,hanzhong,33.0728,107.0303,71.76,84,19,2.24,CN,1726514485
399,makokou,0.5738,12.8642,72.55,95,81,2.21,GA,1726514487
400,mundybash,53.211,87.2983,32.29,97,19,2.13,RU,1726514488
401,stavern,59.0,10.0333,53.19,94,5,3.91,NO,1726514489
402,iskushuban,10.2837,50.23,92.91,30,48,18.79,SO,1726514490
403,mandan,46.8267,-100.8896,81.64,62,0,13.8,US,1726514491
404,antsiranana,-12.2787,49.2917,72.86,75,5,18.99,MG,1726514492
405,morrope,-6.5417,-80.0111,72.19,58,7,18.05,PE,1726514494
406,puerto armuelles,8.2833,-82.8667,82.09,79,100,8.01,PA,1726514495
407,vanimo,-2.6741,141.3028,78.31,93,99,6.17,PG,1726514496
408,veraval,20.9,70.3667,79.48,79,17,9.93,IN,1726514498
409,papao,-17.75,-149.55,82.08,83,23,11.01,PF,1726514500
410,san pedro pochutla,15.7333,-96.4667,93.7,58,89,7.74,MX,1726514501
411,grand falls-windsor,48.9332,-55.6649,74.5,57,100,14.76,CA,1726514424
412,chilliwack,49.1747,-121.9443,68.81,54,6,3.44,CA,1726514503
413,arvika,59.6553,12.5852,53.87,86,43,1.05,SE,1726514504
414,vilyuysk,63.7553,121.6247,29.84,95,64,7.45,RU,1726514505
415,kabirwala,30.4068,71.8667,85.82,37,0,7.81,PK,1726514246
416,cova figueira,14.8905,-24.2934,69.03,79,37,7.81,CV,1726514507
417,loreto,22.2667,-101.9667,78.19,45,100,2.39,MX,1726514325
418,genhe,50.7833,121.5167,39.92,76,0,3.98,CN,1726514509
419,ketchikan,55.3422,-131.6461,57.63,94,100,10.36,US,1726514510
420,salmon arm,50.6998,-119.3024,61.92,59,2,2.3,CA,1726514511
421,campoverde,-8.4753,-74.8058,85.69,42,27,5.21,PE,1726514512
422,choibalsan,48.0667,114.5,48.6,67,0,6.11,MN,1726514513
423,waingapu,-9.6567,120.2641,75.11,65,0,3.56,ID,1726514515
424,al artawiyah,26.5053,45.3444,86.81,16,0,8.77,SA,1726514516
425,sao vicente,-23.9631,-46.3919,62.04,36,75,8.05,BR,1726514517
426,muisne,0.6,-80.0333,77.32,78,100,11.86,EC,1726514518
427,lesosibirsk,58.2358,92.4828,32.05,86,81,2.13,RU,1726514519
428,qarah bagh,34.9402,61.7759,63.52,35,17,8.7,AF,1726514520
429,north shore,-36.8,174.75,49.51,76,91,10.0,NZ,1726514135
430,timra,62.487,17.3257,51.48,93,20,3.44,SE,1726514522
431,cururupu,-1.8283,-44.8683,87.89,47,35,5.88,BR,1726514523
432,alofi,-19.0595,-169.9187,75.09,94,75,2.3,NU,1726514525
433,port lincoln,-34.7333,135.8667,50.09,78,0,7.16,AU,1726514526
434,gadzhiyevo,69.2551,33.3362,49.24,87,100,7.07,RU,1726514527
435,naryn,41.4287,75.9911,49.91,71,100,7.72,KG,1726514528
436,kiri buru,22.0833,85.35,72.34,99,100,4.09,IN,1726514530
437,salalah,17.0151,54.0924,78.89,89,75,3.44,OM,1726514531
438,tak,16.5833,98.8333,67.96,98,98,2.37,TH,1726514532
439,mascara,35.3966,0.1403,77.92,31,87,4.74,DZ,1726514533
440,blackwater,-23.5833,148.8833,59.2,81,98,6.69,AU,1726514534
441,chernomorskoye,45.5039,32.6997,68.7,66,100,3.04,UA,1726514535
442,bairnsdale,-37.8333,147.6167,47.05,89,100,6.73,AU,1726514536
443,gaiman,-43.2897,-65.4929,71.8,16,5,18.07,AR,1726514537
444,moranbah,-22.0016,148.0466,59.25,90,100,12.28,AU,1726514538
445,kayangel,8.0823,134.7173,83.44,78,100,22.3,PW,1726514539
446,kasane,-17.8167,25.15,83.46,16,0,11.16,BW,1726514540
447,shenjiamen,29.9576,122.298,81.3,89,48,14.36,CN,1726514541
448,vila do maio,15.1333,-23.2167,79.74,76,100,9.4,CV,1726514542
449,vernon,50.2581,-119.2691,63.84,53,6,2.3,CA,1726514544
450,vorkuta,67.5,64.0,55.45,93,100,6.42,RU,1726514545
451,mata-utu,-13.2816,-176.1745,80.11,78,96,8.28,WF,1726514546
452,sassandra,4.95,-6.0833,74.79,90,34,5.86,CI,1726514547
453,dwarka,22.2394,68.9678,80.91,74,29,10.67,IN,1726514548
454,campbellsville,37.3434,-85.3419,84.18,43,0,1.99,US,1726514549
455,vadso,70.0744,29.7487,51.96,71,0,5.75,NO,1726514550
456,mehran,33.1222,46.1646,90.1,17,0,4.85,IR,1726514551
457,oranjemund,-28.55,16.4333,54.19,85,0,14.85,NA,1726514552
458,kiunga,-6.1219,141.2906,73.81,97,100,2.91,PG,1726514553
459,yeed,4.55,43.0333,84.83,43,18,19.28,SO,1726514554
460,sorong,-0.8833,131.25,79.36,91,100,8.9,ID,1726514555
461,yatou,37.15,122.3833,71.53,86,62,4.27,CN,1726514557
462,santiago,-33.4569,-70.6483,78.3,21,0,5.75,CL,1726514051
463,igarka,67.4667,86.5833,42.58,96,100,9.35,RU,1726514559
464,yasnyy,51.0333,59.8742,52.81,39,0,16.31,RU,1726514560
465,isangel,-19.55,169.2667,68.58,68,7,14.52,VU,1726514561
466,hilo,19.7297,-155.09,79.45,90,100,9.22,US,1726514328
467,puerto penasco,31.3167,-113.5333,85.91,57,20,28.77,MX,1726514488
468,kidal,18.4411,1.4078,94.24,31,2,7.34,ML,1726514565
469,dusti,37.3481,68.664,72.18,22,78,2.19,TJ,1726514566
470,vodnyy,63.5046,53.4095,60.96,87,100,5.3,RU,1726514567
471,gorom-gorom,14.4439,-0.2361,89.67,48,64,11.77,BF,1726514568
472,ambodifotatra,-16.9833,49.85,74.32,68,53,10.11,MG,1726514570
473,sarmiento,-45.5882,-69.07,54.41,38,100,17.74,AR,1726514571
474,clearlake,38.9582,-122.6264,65.05,57,42,6.64,US,1726514551
475,nuuk,64.1835,-51.7216,39.09,87,13,4.72,GL,1726514573
476,poronaysk,49.2167,143.1167,55.35,79,100,9.08,RU,1726514575
477,amga,60.8953,131.9608,28.15,90,0,2.35,RU,1726514576
478,dunedin,-45.8742,170.5036,36.81,78,5,1.01,NZ,1726514577
479,sitka,57.0531,-135.33,55.29,88,100,6.91,US,1726514578
480,kruisfontein,-34.0033,24.7314,50.76,81,0,1.52,ZA,1726514579
481,inverell,-29.7833,151.1167,42.15,63,0,3.0,AU,1726514580
482,dzuunharaa,48.8523,106.4579,46.92,67,0,3.78,MN,1726514581
483,nahiyat ash shinafiyah,31.5874,44.6602,93.18,20,0,9.48,IQ,1726514582
484,puerto cortez,15.8333,-87.95,85.01,80,24,5.19,HN,1726514584
485,valle de la pascua,9.2155,-66.0073,91.89,53,64,4.97,VE,1726514585
486,hotan,37.0997,79.9269,70.05,31,0,7.14,CN,1726514586
487,emerald,-23.5333,148.1667,58.33,40,100,8.3,AU,1726514587
488,midvagur,62.0511,-7.1939,52.63,93,100,24.16,FO,1726514588
489,kuhmo,64.1333,29.5167,47.43,71,44,3.94,FI,1726514589
490,okhotsk,59.3833,143.3,45.84,71,86,3.98,RU,1726514590
491,errachidia,31.9275,-4.4285,73.45,53,40,25.32,MA,1726514591
492,bilovods'k,49.2085,39.5897,68.67,34,6,14.56,UA,1726514592
493,tadine,-21.55,167.8833,68.88,52,79,14.32,NC,1726514593
494,greymouth,-42.4667,171.2,39.15,96,100,10.11,NZ,1726514594
495,boa vista,2.8197,-60.6733,94.98,43,40,8.05,BR,1726514552
496,gunjur,13.2019,-16.7339,78.87,89,75,3.44,GM,1726514596
497,vozhega,60.4725,40.2213,60.85,67,92,4.63,RU,1726514598
498,puerto aysen,-45.4,-72.7,42.28,100,99,3.87,CL,1726514600
499,lerwick,60.1545,-1.1494,51.6,83,100,10.25,GB,1726514601
500,sal rei,16.1833,-22.9167,82.6,69,40,12.66,CV,1726514602
501,uvinza,-5.1036,30.3911,76.23,31,5,4.12,TZ,1726514603
502,diphu,25.8333,93.4333,75.83,99,100,0.51,IN,1726514604
503,quellon,-43.1167,-73.6167,50.97,69,100,3.6,CL,1726514605
504,murzuq,25.9155,13.9184,93.56,20,2,7.92,LY,1726514606
505,mahibadhoo,3.7833,72.9667,84.09,74,55,13.35,MV,1726514607
506,bhamo,24.2667,97.2333,76.59,89,100,0.76,MM,1726514608
507,nadym,65.5333,72.5167,54.68,91,100,7.43,RU,1726514609
508,diepsloot,-25.9308,28.0123,67.86,60,20,10.36,ZA,1726514610
509,standerton,-26.9337,29.2415,66.83,45,100,8.41,ZA,1726514612
510,viedma,-40.8135,-62.9967,68.49,20,0,5.75,AR,1726514613
511,santa ana,33.7456,-117.8678,72.46,62,75,11.5,US,1726514554
512,chai buri,8.4622,99.0763,74.89,96,100,3.96,TH,1726514615
513,shevchenko,48.5,35.0,73.15,27,100,16.73,UA,1726514616
514,sibolga,1.7427,98.7792,76.35,88,100,2.57,ID,1726514617
515,prabumulih,-3.45,104.25,75.79,85,99,2.68,ID,1726514618
516,nikolayevsk-on-amure,53.1406,140.73,51.33,79,100,4.14,RU,1726514619
517,zhanga buqtyrma,49.6295,83.5248,37.04,69,6,5.48,KZ,1726514620
518,raduzhny,62.0961,77.475,45.39,65,93,8.77,RU,1726514621
519,coahuayana de hidalgo,18.7,-103.6583,88.18,70,82,6.46,MX,1726514622
520,sanctuary point,-35.1114,150.629,44.8,84,26,6.38,AU,1726514623
521,mochudi,-24.4167,26.15,77.59,25,83,12.3,BW,1726514624
522,salinas,36.6777,-121.6555,62.4,83,100,12.66,US,1726514074
523,manicore,-5.8092,-61.3003,103.84,21,100,3.4,BR,1726514627
524,lucea,18.451,-78.1736,88.86,74,50,10.51,JM,1726514629
525,la'ie,21.6477,-157.9253,80.15,82,56,5.01,US,1726514630
526,songjianghe,42.1859,127.479,61.32,97,100,2.68,CN,1726514425
527,tomatlan,19.9333,-105.25,90.7,64,73,7.74,MX,1726514634
528,chilchota,19.85,-102.1333,75.06,76,29,3.56,MX,1726514635
529,stettler,52.3168,-112.7186,67.68,44,59,7.45,CA,1726514636
530,gudauta,43.1055,40.6207,72.0,68,64,13.0,GE,1726514637
531,simanggang,1.2472,111.4528,76.98,94,98,0.0,MY,1726514639
532,angaur state,6.906,134.13,84.29,79,100,21.09,PW,1726514641
533,auki,-8.7676,160.7034,76.6,91,10,2.98,SB,1726514642
534,oeiras,-7.0253,-42.1311,100.83,19,0,7.25,BR,1726514643
535,dhalie,13.6957,44.7314,74.89,52,100,8.68,YE,1726514644
536,al kharijah,25.4514,30.5464,89.82,34,0,9.93,EG,1726514645
537,baoqing,46.3317,132.2111,53.6,93,0,5.86,CN,1726514646
538,tanjung pandan,-2.75,107.65,78.58,84,100,6.53,ID,1726514647
539,santa terezinha,-29.9002,-50.0904,63.77,73,4,5.5,BR,1726514648
540,peniche,39.3558,-9.3811,68.56,69,22,8.39,PT,1726514650
541,moires,35.0532,24.8744,73.11,66,12,4.0,GR,1726514651
542,magomeni,-6.8,39.25,73.78,88,20,2.3,TZ,1726514652
543,drayton valley,53.2168,-114.9854,65.95,31,60,4.23,CA,1726514653
544,cuyo,10.8525,121.0086,80.49,89,100,22.32,PH,1726514654
545,kharovsk,59.9642,40.1912,60.94,69,86,5.1,RU,1726514655
546,ambovombe,-25.1667,46.0833,69.55,88,6,3.06,MG,1726514656
547,labytnangi,66.6572,66.4183,58.15,89,96,4.03,RU,1726514657
548,katsuura,35.1333,140.3,76.51,90,61,1.68,JP,1726514658
549,boca do acre,-8.7522,-67.3978,103.86,19,5,3.38,BR,1726514659
550,kenai,60.5544,-151.2583,54.03,76,0,24.16,US,1726514660
551,sinop,41.7711,34.8709,57.67,96,20,2.71,TR,1726514661
552,rehoboth,-23.3167,17.0833,59.95,14,0,10.25,NA,1726514662
553,salair,54.2312,85.7972,31.37,97,14,4.59,RU,1726514663
554,pangai,-19.8,-174.35,77.11,88,75,2.3,TO,1726514664
555,mount darwin,-16.7725,31.5838,71.11,28,0,4.18,ZW,1726514666
556,labrador city,52.9463,-66.9114,69.19,57,75,6.91,CA,1726514413
557,general pico,-35.6566,-63.7568,82.35,16,5,8.1,AR,1726514556
558,schoningen,52.138,10.9675,55.4,66,100,8.03,DE,1726514669
559,luderitz,-26.6481,15.1594,55.35,81,0,21.61,NA,1726514670
560,uvalde,29.3669,-99.767,92.1,40,40,10.36,US,1726514639
